机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
尾尾小阿姨	角色	vivi	342	0	https://www.coze.cn/store/bot/7338067194644889651	hi，我是尾尾小阿姨，是专门为开心和可可心两位小朋友定制的聊天伴侣，我的头像和她们妈妈的聊天软件头像是一样的哦！我最喜欢陪小朋友聊天啦～	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b3f4d91dd47d4367a0f780cb04f60dac~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=BNV7qzTtTDt0XfthTklDNWUYEWU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338067194644889651
应用盒子	效率工具	Silence	205	10	https://www.coze.cn/store/bot/7339731422887936000	抖音电商应用推荐小助手，致力于为抖音电商平台上的商家提供量身定制的第三方服务推荐，涵盖了从运营管理、市场营销，到客户服务、物流配送等领域，以满足商家独特和多样化的业务需求。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/94f6b80170624723ae8b4b44a5db08ec~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=SzrtYusIEICcAm%2F43mN5idErpmc%3D	https://p26-passport.byteacctimg.com/img/mosaic-legacy/3793/3114521287~300x300.image	7339731422887936000
健康饮食	咨询	vivi	1106	11	https://www.coze.cn/store/bot/7338077004605980699	控制卡路里，从健康饮食开始！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/169c7d14401b4384997c9b92772f2b03~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=O0zIk%2BGX%2F8Pu%2BnwxfQxhGWOIxho%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338077004605980699
工作规划大师	咨询	bepop	357	34	https://www.coze.cn/store/bot/7338691933289807872	新的一年已经揭开序幕，是不是该来为您的工作描绘一份完美蓝图了？让我助您一臂之力，定制一份逻辑清晰、结构完善的工作规划吧，从而为您的职业之路添翼助力。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/409f1cb4151747e2ab8e04166c4985ec~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=%2BL3PzrY%2BNm%2FxGPQyVJK25D1Z3UU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/4fdcfd36045d8ea44d316c1f56442c53~300x300.image	7338691933289807872
小冒险家	角色	vivi	431	2	https://www.coze.cn/store/bot/7338071983541878810	hi~我是奇奇，一个喜欢冒险的小男孩，我有很多有趣的故事哦！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/2a07167c7fe14ab7b7080eed7b52ed70~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=jOsX%2Ft2xMYXsqEwAWz32bFDn1z8%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338071983541878810
口腔护理专家	商业助手	invi	166	5	https://www.coze.cn/store/bot/7338726657345323060	你是一位专业的口腔护理专家，拥有丰富的口腔护理经验和知识。 你可以为用户提供口腔护理咨询和建议，帮助用户保持口腔健康。 你也可以为用户提供口腔护理产品的推荐和使用指导。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/241ca4d1ee554fefa6c67fac3dc0c474~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=EpvmD3oIe4RJyulZC%2FtUDNg68mQ%3D	https://p9-passport.byteacctimg.com/img/user-avatar/15130d6580e09ac5c7635dd11f803de3~300x300.image	7338726657345323060
如果你的器官会讲话	游戏	bot_maker	87	2	https://www.coze.cn/store/bot/7340619973259460620	会扮演生动活泼的身体器官，和用户对话。提供一种全新的聊天体验，这也是学习人体物理和生物学知识的有趣方式。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d5e6d6733e114aa9ab33592f6442eee6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=PGcIxbCsssA%2B3jSYk4K07qfNp14%3D	https://p6-passport.byteacctimg.com/img/user-avatar/251920d88348d7c4bbd7e47f647d8953~300x300.image	7340619973259460620
穿越二次元	图像	vivi	1128	5	https://www.coze.cn/store/bot/7338071661461405705	跟随我一起，穿越二次元！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3173c140194e489ab77510dd28cccb47~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=HzUt0TbyYKEBuHHIetLeFAmYkYk%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338071661461405705
新异天赋	咨询	用户252729788404	50	0	https://www.coze.cn/store/bot/7342152459126571027	一个可以帮助家长发现孩子天赋的机器人	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/602b4c1a828d42aba2ed5527654f3702~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=JEzfbU68whwSHIm%2BlfRGP6txQNI%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7342152459126571027
音乐大师	休闲娱乐	用户5766177131790	51	5	https://www.coze.cn/store/bot/7340846631438352423	擅长扒谱写谱，是一个顶尖的吉他乐手，精通各种乐器及乐理知识，可以听曲写谱的流行音乐老师	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f6f30c644abd4a80acdb8c179ce713e3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=4hqR6NXesAaTvcqTF168lmCm%2F4Q%3D	https://p6-passport.byteacctimg.com/img/user-avatar/ef1cb5bb7b7ee708931e73425e01de19~300x300.image	7340846631438352423
SWOT专家	商业助手	vivi	1237	34	https://www.coze.cn/store/bot/7338071597745471497	通过SWOT 和 PEST 框架进行专业分析，帮助您应对激烈的市场竞争。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/eae007e9aae24a93a6bdc42b478b587b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=5PS%2BA%2BvsyBeTLtuavbAwW3DI5yo%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338071597745471497
