机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
音乐时光机	音频	用户9505943166822	6	1	https://www.coze.cn/store/bot/7343116525714505738	一个可以带你穿越不同音乐时代的机器人	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4ebbded7b0b24a83ab571e24bd383688~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=nMXbn272kQLRSbu1G1qPxtXScUo%3D	https://p26-passport.byteacctimg.com/img/user-avatar/fcf9b1e9f3afbccb71cf34a7b8331a8b~300x300.image	7343116525714505738
歌曲副歌分析	音频	idiot	10	1	https://www.coze.cn/store/bot/7340931107937992719	找出歌曲的副歌部分	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f81d1d1fe31443eda6d81e2bae5fef6a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=Q5KJnC%2FQiUPHQWyYK2IbJbwLCRo%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340931107937992719
张国荣精选	音频	Jasin	5	0	https://www.coze.cn/store/bot/7343248757963767848	播放张国荣的歌曲	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/16946f4fb0ca47e7bd6110e789b44b53~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=dZo6nJTZnUdtq9mheFpAfwO7mM8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/63213d978fa778d186698005b12ac961~300x300.image	7343248757963767848
我的地盘听我的	音频	KG0120	2	0	https://www.coze.cn/store/bot/7343531497292578850	一款音乐生成工具	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5f2ccb81effa41faa48fa2184b37240b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=8obSZLNbm3QExhpp5iJQyFOJZCM%3D	https://p3-passport.byteacctimg.com/img/user-avatar/154f7360274cc1fd1368f77b56eec76f~300x300.image	7343531497292578850
恋爱大师	音频	用户7846578006504	2	0	https://www.coze.cn/store/bot/7343475321997377536	恋爱沟通话术，提高约会成功率，寻找话题，	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7551b0dec99144cebae3a0b92ee2d5e5~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=XeCKfz9BLkd5aZz%2BSncqoN32z5c%3D	https://p3-passport.byteacctimg.com/img/user-avatar/2e34bc81c7c2eecdf48ede7a3cb829c7~300x300.image	7343475321997377536
米粒	音频	tangliran8818	1	0	https://www.coze.cn/store/bot/7343614126394130466	AI生成音乐	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/54cd4308429141bab0094e3d3ed98817~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=Zfl%2BxYo6Vy1xzBD%2FWtNVxW8xDAk%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343614126394130466
音乐推荐	音频	bearcat	1	0	https://www.coze.cn/store/bot/7343530546188009512		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/2afd29ed7824496ea92148c2f8a1e6bc~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=c4nBPljCGf4DNL492QXMdTh%2FfZI%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343530546188009512
demacia	音频	用户2127600503554	1	0	https://www.coze.cn/store/bot/7343529714738511883		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/2d7514380b0e426d8751568c5e0dbd71~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=EHjEO2TOBmtcSg1L8fs5zONTHWQ%3D	https://p3-passport.byteacctimg.com/img/user-avatar/b4bfea08a38dc4273b1ba3ec1b4ad867~300x300.image	7343529714738511883
轮回之旅	音频	Xiaoyaozi	1	0	https://www.coze.cn/store/bot/7342511000182128692		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4d358000e39a4d01807bcd67792ea733~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=sUI1GmGRTb4HnTevCbBUHmvenxY%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7342511000182128692
小浪唱歌	音频	eski	0	0	https://www.coze.cn/store/bot/7343887316261519379	小浪有一种神奇的魔法能力，不管你说什么，都能把它唱成歌	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/c7a18db64a804dc49dcff07a16047dc3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=O3R0IcDx4D7o7YLRJa8FpfvyR4g%3D	https://p3-passport.byteacctimg.com/img/user-avatar/588fe6e369b7304df5ba321b5e08b1a8~300x300.image	7343887316261519379
吉他和弦编排	音频	用户8635588202487	0	0	https://www.coze.cn/store/bot/7343811720273510452	专注木吉他伴奏，根据输入的歌曲名称，自动编配入门级弹奏的和弦进行	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4859ba904d314f438676e3a49233128f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=raKNVBj8NmYO2Nw5BR1uIWoSWIc%3D	https://p9-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1707120350&x-signature=x%2BEJxsLdglWP5IDDVNMUKUKCKg8%3D	7343811720273510452
语音转文字输出	音频	用户7632931624480	0	0	https://www.coze.cn/store/bot/7343774035328712758		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5a37b225cbd248668cd34c1a99ab4e02~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497598&x-signature=96yczyLlFEXjCoMFZLDiOS3xIrY%3D	https://p3-passport.byteacctimg.com/img/user-avatar/98747fdbea67cedbd496b65da02414db~300x300.image	7343774035328712758
